Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
manioc-doux-bio,Manioc doux bio 1kg,"Cette plante énergétique est facile à cuisiner, contrairement au manioc amer il se consomme directement comme une pomme de terre. Utilisée depuis des siècles ses valeurs nutritives ne sont plus à prouver.",Thierry Jean,,légume,"Bio, Catégorie_Légumes, Catégorie_Plantes, Légume, manioc, Producteurs_Thierry Jean, st joseph, Thierry jean",false,Poids,1kg,,,,,"",0.0,shopify,2,deny,manual,3.50,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Manioc-doux-bio-thierry-jean-panier-livraison-domicile-martinique-bio-agriculture-local.jpg?v=1580483847,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
manioc-doux-bio,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Manioc-doux-bio-thierry-jean-panier-livraison-domicile-martinique-bio-agriculture-local.jpg?v=1580483856,2,Manioc doux bio 1kg Background,,,,,,,,,,,,,,,,,,,,,
aubergine-bio-2,Aubergine bio,Raymond fait pousser des aubergines pour sa technique de rotation de culture et en produit très peu. Ce perfectionniste met à disposition sur nos étales le fruit d'une longue recherche de saveurs. Et avec aucun entrant sur son exploitation nous avons un produit propre et plein de vertus.,Maison du manioc - JadKaPro,,légume,"aubergine, Bio, Catégorie_Légumes, jardin kalbanat, Légume, Raymond rijo",false,Title,Default Title,,,,,"",0.0,shopify,0,deny,manual,0.00,,false,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,,active
patate-douce-bio-4,Patate douce bio 1kg,"Ce légume riche en fibres et en vitamines est différent de la pomme de terre par son goût sucré, même si les techniques de préparations restent similaires. Rissolée ou au four elle saura ravir les plus grands appétits et pour les plus gourmets je conseils le muffin.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/thierry-jean"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Thierry Jean,,légume,"bio, légume, patate douce, Producteurs_Thierry Jean, Racine, st joseph, Thierry jean",false,Poids,1kg,,,,,"",0.0,shopify,0,deny,manual,3.50,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Patate-douce-bio-Martinique-Ecologie-agroecologie-agriculture-bio.jpg?v=1574301592,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
patate-douce-bio-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Patate-douce-bio-thierry-jean-panier-livraison-domicile-martinique-bio-agriculture-local.jpg?v=1575570786,2,Patate douce bio 500g Background,,,,,,,,,,,,,,,,,,,,,
piment-fort-bio-2,Piment fort bio 100g,"<meta charset=""utf-8""><span>﻿Le piment est utilisé pour assaisonner des plats ou des sauces. En plus de son arôme, il participe à votre bien-être car le piment est riche en antioxydants et lutte contre les maladies cardio-vasculaires. Attention toutefois aux personnes sensibles de l'intestin et atteintent de reflux. </span>
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/thierry-jean"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Thierry Jean,,Plante,"Bio, Catégorie_Plantes, piment, Plante, st joseph, Thierry jean",false,Poids,100g,,,,,"",0.0,shopify,0,deny,manual,1.20,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/piment-fort-doux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales-aromatiques-martinique_e8db3a21-2f62-4288-b327-ddfa0dbba5d2.jpg?v=1574183786,1,,false,,,,,,,,,,,,,,,,,kg,,0.80,active
piment-fort-bio-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Piment-bio-thierry-jean-panier-livraison-domicile-martinique-bio-agriculture-local_1e119f0b-d028-4454-824d-a19d849e2dd3.jpg?v=1575571226,2,Piment fort bio 100g Background,,,,,,,,,,,,,,,,,,,,,
piment-vegetarien-bio-1,Piment végétarien bio 200g,"<meta charset=""utf-8"">Le piment est utilisé pour assaisonner  des plats ou des sauces. En plus de son arôme, il participe à votre bien-être car le piment est riche en antioxydants et lutte contre les maladies cardio-vasculaires.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/thierry-jean"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"">Voir la présentation de cette ferme</a></p>
</div>",Thierry Jean,,Plante,"Bio, Catégorie_Plantes, piment, Producteurs_Thierry Jean, st joseph, Thierry jean",false,Poids,200g,,,,,"",0.0,shopify,951,deny,manual,2.80,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/PP-Piment-fortbio-thierry-jean-panier-livraison-domicile-martinique-bio-agriculture-local.jpg?v=1578594668,1,,false,,,,,,,,,,,,,,,,,kg,,1.60,active
piment-vegetarien-bio-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/PP-1-Piment-fortbio-thierry-jean-panier-livraison-domicile-martinique-bio-agriculture-local.jpg?v=1578594668,2,,,,,,,,,,,,,,,,,,,,,,
piment-vegetarien-bio-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/PP-2-Piment-fortbio-thierry-jean-panier-livraison-domicile-martinique-bio-agriculture-local.jpg?v=1578594668,3,,,,,,,,,,,,,,,,,,,,,,
piment-vegetarien-bio-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Piment-bio-thierry-jean-panier-livraison-domicile-martinique-bio-agriculture-local.jpg?v=1578594665,4,Piment végétarien bio 100g Background,,,,,,,,,,,,,,,,,,,,,
gombo-bio-4,Gombo bio 500g,"Cette grande herbe gourmande de soleil a tout pour se développer sur notre île. Le gombo pousse à vu d'œil et mérite donc une attention particulière afin de le récolter au bon moment. On le trouve dans de nombreux plats antillais et africain.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/thierry-jean"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Thierry Jean,,légume,"Bio, Catégorie_Légumes, gombo, Légume, Producteurs_Thierry Jean, st joseph, Thierry jean",false,Poids,500g,,,,,"",0.0,shopify,0,deny,manual,3.15,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Gombo-1-bio-Martinique-Ecologie-agroecologie-agriculture-bio.jpg?v=1574300776,1,,false,,,,,,,,,,,,,,,,,kg,,2.25,active
gombo-bio-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Gombo-bio-thierry-jean-panier-livraison-domicile-martinique-bio-agriculture-local.jpg?v=1574640329,2,Gombo bio 500g Background,,,,,,,,,,,,,,,,,,,,,
piment-vegetarien-bio,Piment végétarien bio,"<meta charset=""utf-8"">Le piment est utilisé pour assaisonner  des plats ou des sauces. En plus de son arôme, il participe à votre bien-être car le piment est riche en antioxydants et lutte contre les maladies cardio-vasculaires.",Le petit coin de paradis,,Plante,"Audrey retory, Bio, case pilote, Catégorie_Plantes, le petit coin de paradis, piment, Plante",false,Poids,100 gr,,,,,"",0.0,shopify,0,deny,manual,0.80,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/piment-fort-doux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales-aromatiques-martinique_5a4bf7c7-5107-4300-802f-0cad80603350.jpg?v=1574183108,1,,false,,,,,,,,,,,,,,,,,kg,,,active
piment-vegetarien-bio,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/piment-doux-fort-background-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales-aromatiques-martinique_0892a0f3-ad72-4dc3-89e3-68f2766d7b61.jpg?v=1574183108,2,Piment doux bio Background,,,,,,,,,,,,,,,,,,,,,
concombre-bio-5,Concombre bio,Riche en fibres et en vitamines ce légume apportera une réelle fraîcheur à vos salade. Il est également très bon pour la perte de poids car peu calorique.,Le petit coin de paradis,,légume,"Audrey retory, bio, case pilote, concombre, le petit coin de paradis, Légume",false,Title,Default Title,,,,,"",0.0,shopify,0,deny,manual,0.00,,false,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,,active
laitue-bio,Laitue bio,"Audrey est une passionnée qui oeuvre dans le sens de ses compatriotes avec sa production bio. Faites le plein de vitamines A, C, E, K et protégez vous contre le cancer avec sa laitue croquante et savoureuse.",Le petit coin de paradis,,légume,"Audrey retory, batavia, Bio, case pilote, Catégorie_Légumes, le petit coin de paradis, Légume, salade",false,Title,Default Title,,,,,"",0.0,shopify,0,deny,manual,0.00,,false,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,,active
infusion-groseilles-peyi-bio-20-sachets,Infusion groseilles peyi bio 1 boîte de 20 sachets,"Vous trouverez dans ce sachet de quoi vous préparer une infusion sans perdre de temps et profiter ainsi des bien-faits de cette plante.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/herboristerie-creole"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Herboristerie créole,,Epicerie,"Epicerie, Noël",true,Boîte,1 boîte de 20 sachets,,,,,"",0.0,shopify,10,deny,manual,9.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/infusion-groseille-20-sachets-Remi-Severine-ASENSIO-herboristerie-creole-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1574948702,1,,false,,,,,,,,,,,,,,,,,kg,,5.99,active
infusion-groseilles-peyi-bio-20-sachets,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-infusion-groseille-20-sachets-Remi-Severine-ASENSIO-herboristerie-creole-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1578000969,2,Infusion groseilles peyi bio 1 boîte de 20 sachets Background,,,,,,,,,,,,,,,,,,,,,
infusion-brisee-bio-20-sachets,Infusion brisée bio 1 boîte de 20 sachets,"La brisée est originaire d'Amérique tropicale. Sa consommation quotidienne favorise le sommeil, la digestion et l'amélioration de l'état grippal.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/herboristerie-creole"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Herboristerie créole,,Epicerie,Grand panier,true,Boîte,1 boîte de 20 sachets,,,,,"",0.0,shopify,3,deny,manual,9.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/infusion-brise-bio-20-sachets-Remi-Severine-ASENSIO-herboristerie-creole-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1574947744,1,,false,,,,,,,,,,,,,,,,,kg,,5.99,active
infusion-brisee-bio-20-sachets,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-infusion-brise-bio-20-sachets-Remi-Severine-ASENSIO-herboristerie-creole-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1578000944,2,Infusion brisée bio 1 boîte de 20 sachets Background,,,,,,,,,,,,,,,,,,,,,
infusion-citronnelle-bio-20-sachets,Infusion citronnelle bio 1 boîte de 20 sachets,"La citronnelle est originaire d'Inde. Sa consommation quotidienne favorise la digestion, l'équilibre de la tension et améliore l'état grippal.

<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/herboristerie-creole"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Herboristerie créole,,Epicerie,"Bio, Catégorie_Plantes, citronnelle, gros Morne, herboristerie créole, infusion, Plante, Producteurs_Herboristerie Creole, Rémi asensio",false,Boîte,1 boîte de 20 sachets,,,,,"",0.0,shopify,4,deny,manual,9.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/infusion-citronnelle-20-sachets-Remi-Severine-ASENSIO-herboristerie-creole-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1574948574,1,,false,,,,,,,,,,,,,,,,,kg,,5.99,active
infusion-citronnelle-bio-20-sachets,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-infusion-citronnelle-20-sachets-Remi-Severine-ASENSIO-herboristerie-creole-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1578000958,2,Infusion citronnelle bio 1 boîte de 20 sachets Background,,,,,,,,,,,,,,,,,,,,,
infusion-atoumo-bio-20-sachets,Infusion atoumo bio 1 boîte de 20 sachets,"L' atoumo est originaire d'asie. Sa consommation quotidienne favorise la digestion, l'équilibre de la tension et améliore l'état grippal.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/herboristerie-creole"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la liste de nos producteurs</a></p>
</div>",Herboristerie créole,,Epicerie,"atoumo, Bio, Catégorie_Plantes, gros Morne, herboristerie créole, infusion, Plante, Producteurs_Herboristerie Creole, Rémi asensio",false,Boîte,1 boîte de 20 sachets,,,,,"",0.0,shopify,5,deny,manual,9.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/infusion-atoumo-20-sachets-Remi-Severine-ASENSIO-herboristerie-creole-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1574947465,1,,false,,,,,,,,,,,,,,,,,kg,,5.99,active
infusion-atoumo-bio-20-sachets,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-infusion-atoumo-20-sachets-Remi-Severine-ASENSIO-herboristerie-creole-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1578000930,2,Infusion atoumo bio 1 boîte de 20 sachets Background,,,,,,,,,,,,,,,,,,,,,
tisane-purge-dantan-bio-20g,Tisane purge d'antan bio sachet de 20g,"Cette tisane est composée de cassia alata, orthosiphon, plantain, safran peyi et sureau pour un nettoyage de corps.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/herboristerie-creole"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Herboristerie créole,,tisane,"Bio, cassia alata, Catégorie_Plantes, gros morne, orthosiphon, plantain, Plante, Rémi asensio, safran peyi, sureau, tisane",true,Sachet,1 sachet de 20g,,,,,"",0.0,shopify,17,deny,manual,9.60,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/tisane-dantan-Remi-Severine-ASENSIO-herboristerie-creole-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1574951229,1,,false,,,,,,,,,,,,,,,,,kg,,5.62,active
